question,nresults,snippet,sections,link
"Need help",4,"This page should be seen as a tool that can help you to minimize the ... support  and provide informationi and advice according to your needs.",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/stress-anxiety-and-depression-associated-with-the-coronavirus-covid-19-disease/"
"How many cases in Canada now ? ",4,"In Québec, there are now 74 confirmed cases of COVID‑19. In Québec ... section  on the Government of Canada's site. ... Any other questions?",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/situation-coronavirus-in-quebec/"
"How long do you think we will have to be in a lockdown ",0,".",".","."
"Est-ce que des enfants sont décédés suite à la contraction du covid-19 ?",1,"Une attention particulière doit être portée aux personnes âgées, particulièrement  celles de 70 ans et plus, puisqu'elles sont davantage à risque ...",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/"
"Peut-on visiter un nouveau-né",1,"Comment offrir mon aide. Donnez du sang Cet hyperlien s'ouvrira dans une  nouvelle fenêtre. Soutenez le réseau de la santé Cet hyperlien s ...",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/"
"Que veux dire assynptomatique ",0,".",".","."
"En parallèle avec le covid-19 combien de cas de la grippe ont tué de personnes",1,"L'état d'urgence sanitaire a été déclaré sur tout le territoire québécois pour ... Une  attention particulière doit être portée aux personnes âgées, ... Si la COVID‑19  vous inquiète ou si vous présentez des symptômes comme de la ... On vous dira  comment vous rendre et quelles précautions prendre (port de ...",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/"
"How many death in Quebec?",0,".",".","."
"How is the corona virus being spread",5,"A health emergency is declare throughout Québec's territory to implement  measures to protect the health of the population.",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Est-ce que des vols sont encore possibles entre Montréal et Paris?",0,".",".","."
"Ma femme de ménage est âgée, dois je lui dire de ne pas venir faire le ménage chez moi?",0,".",".","."
"Comment savoir si je suis contagieux?",1,"Comment se transmet la COVID‑19? Habituellement, la ... Si je suis à l'étranger,  dois-je rentrer immédiatement au pays? Le gouvernement du ...","Comment se transmet la COVID‑19?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"Suis-je à risque di ma toux n’est pas sèche?",0,".",".","."
"What is the incubation time of covid-19 by age",0,".",".","."
"How long does the virus stay on surfaces?",2,"A health emergency is declare throughout Québec's territory to ... residential and  long-term care centres and other establishments for seniors ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"J'ai une toux sèche. Devrais je faire un test de dépistage du COVID19?",0,".",".","."
"Devrais-je me faire prescrire de l’hydroxychloroquine avec de l’azithromycine si je suis atteint ?",0,".",".","."
"Can the Covid survive in the air?",1,"Frequently asked questions about coronavirus (COVID-19) in Québec and  measures taken by ... How long can COVID-19 survive on objects?","How long can COVID-19 survive on objects?","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/answers-questions-coronavirus-covid19/"
"What are the Symptom for covid19",7,"The current coronavirus (COVID-19) pandemic is a particular and rare situation.  ... Potential symptoms linked to stress, anxiety and depression.",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/stress-anxiety-and-depression-associated-with-the-coronavirus-covid-19-disease/"
"Allo",0,".",".","."
"How effective is the new drug manufactured by Fujifilm Toyama Chemicals in treating COVID-19?",0,".",".","."
"Does COVID-19 spread by means of gametes?",0,".",".","."
"How deadly is the virus? ",0,".",".","."
"How many people died in Belgium?",0,".",".","."
"Will high temperature kill coronavirus?",0,".",".","."
"How long do we need social distanciation for the virus to be less of a threat? ",0,".",".","."
"Une fois que le nombre de nouveaux cas plafonne ou diminue pendant combien de temps faudra-t-il garder la distanciation sociale?",0,".",".","."
"Why name it Corona?",1,"Coronavirus disease (COVID-19) in Québec. On march 13, 2020, the  Gouvernement du Québec adopted an Order in Council that declares a ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Où me faire tester?",0,".",".","."
"Dois-je aller me faire tester si j'ai certains symptômes de la grippe saisonnière?",0,".",".","."
"J ai fait de la fièvre il y a deuz semaines est-ce possible que ce soit le covid-19?",1,"Foire aux questions à propos de la coronavirus (COVID-19) au Québec et ... Est- ce que les parents qui vont devoir prendre deux semaines de ... Est-ce que j'ai  droit à des congés de maladie? ... Est-il possible d'aller livrer de la nourriture ou  des biens essentiels à des ... Fièvre; Toux; Difficultés respiratoires.","Est-ce que les parents qui vont devoir prendre deux semaines de congé en raison de la fermeture des écoles et des services de garde vont continuer d’être payés? /  Est-ce que j'ai droit à des congés de maladie?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"Symptoms",6,"If you have symptoms such as a cough or fever: Do not go to a medical clinic  unless you have first obtained an appointment. Visit the emergency ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Est-ce que la fermeture des écoles va durer plus longtemps? ",0,".",".","."
"How long will it last?",3,"If your condition allows you to do so and indicate that you are a traveller who has  been back for less than 14 days. You will be told how to go there ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Si une personne de notre famille Contract la Covid-19 et qu'elle vit seule, que devons nous faire, est-ce qu'elle aura de l'aide ?",0,".",".","."
"Les animaux peuvent-ils transmettre le virus?",3,"Est-ce que les parents qui ne peuvent plus utiliser les services de garde ... Un  employé peut-il être congédié s'il refuse d'aller travailler dans un ...","Est-ce que les parents qui ne peuvent plus utiliser les services de garde éducatifs à l’enfance doivent continuer à payer leurs frais de garde?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"What to do if i am infected ?",3,"Will non-subsidized daycare centres be compensated? ... Am I entitled to sick  leave? ... If I am abroad, do I have to immediately come home?","If I am abroad, do I have to immediately come home? / Am I entitled to sick leave? / Will non-subsidized daycare centres be compensated?","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/answers-questions-coronavirus-covid19/"
"Puis-je rattraper le virus?",0,".",".","."
"Is there a different varient of virus which is spreading across the world",0,".",".","."
"How is it transmitted?",1,"A health emergency is declare throughout Québec's territory to implement  measures to protect the health of the population.",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Quand les enfants pourront-ils retourner à l'école?",0,".",".","."
"Je fais quoi pour payer mon loyer si je peux pas travailler? ",0,".",".","."
"Impacts of it",0,".",".","."
"J'ai des maux de têtes, suis-je malade?",0,".",".","."
"Est-ce que le COVID survit sur les vêtements? ",0,".",".","."
"Combien de temps le virus peut rester sur une surface?",2,"Est-ce que les parents qui ne peuvent plus utiliser les services de ... Combien de  temps la COVID‑19 survit-elle sur des objets? ... 3 heures environ sur les objets  avec de surfaces sèches;; 6 jours sur des objets avec des surfaces humides. ...  Est-il préférable pour une personne de s'isoler et de rester à la ...","Est-ce que les parents qui ne peuvent plus utiliser les services de garde éducatifs à l’enfance doivent continuer à payer leurs frais de garde? / Combien de temps la COVID‑19 survit-elle sur des objets?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"I have a bit of nausea and headache. Do i have covid-19?",1,"The current coronavirus (COVID-19) pandemic is a particular and rare situation. It  can ... In this type of context, many people will experience stress, anxiety and ...  Headaches, neck tension, gastrointestinal problems, etc. ... Most people have the  resources and mental strength to adapt to this type of situation.","Ways to improve the situation / A variety of reactions are possible in the context of a coronavirus (COVID-19) pandemic","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/stress-anxiety-and-depression-associated-with-the-coronavirus-covid-19-disease/"
"Qu'est-ce qui est considéré comme une toux? Tousser littéralement une à deux fois par jour c'est une toux? J'ai commencé un nouvel emploi et j'ai la gorge irrité est-ce possible que mon irritation ne soit lié qu'au nouvel environnement de travail dans lequel je me trouve?",0,".",".","."
"J’ai mal à la tête. ",0,".",".","."
"Comment désinfecter les surfaces",2,"On vous dira comment vous rendre et quelles précautions prendre (port de  masque, utilisation de transport personnel ou d'une ambulance, etc.) ...",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/"
"Pourrions-nous atteindre une situation comme en Italie?",0,".",".","."
"What is the estimated population that will be infected by the covid-19 virus?",4,"For now, the spread of the coronavirus (COVID-19) is under control in Québec,  but the coming weeks will be critical. ... equipment or conclude the necessary  contracts to protect the health of the population; ... families;; prevention and  control in health care settings in suspected or confirmed cases of infection; ...","Measures taken by the government","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/situation-coronavirus-in-quebec/"
"Je reviens d'un voyage de Chine. Je n'ai pas de symptômes. Est-ce que je devrais consulter?",0,".",".","."
"A quelle température (haute et basse) le Coved-19 est-il définitivement neutralisé? exemple: dans le frigo, à la cuisson, à l'eau boulliante",0,".",".","."
"Mes parent son en quarantene et je vie avec eux , je doit rentre en quarantene aussi?",0,".",".","."
